sentence,aspect,sentiment
"Camera selfie sai màu. Ảnh bị ám màu. Màu sắc không thật. Chụp selfie da mặt bị ám màu vàng/xanh, nhìn không tự nhiên. Hiệu năng thỉnh thoảng bị lag nhẹ",Camera,negative
Pin tụt nhanh khi chơi game. Pin hao khi sử dụng nặng. Quản lý pin kém. Chơi game 1 tiếng đã hết gần 40% pin. Đóng gói sơ sài,Battery,negative
"Phân loại sản phẩm: vỏ thay mới chất liệu:nhựa bóng. Cửa hàng thay cái nắp lưng mới cộng thêm dán kính mặt trước lại nên ngoại hình nhìn rất là đẹp luôn chất lượng:vượt mong đợi luôn, máy mượt, phù hợp làm cả máy chính chứ đừng nói là máy phụ, hihi tính năng:máy chạy android 11 nên đủ sử dụng không thiếu bất cứ tính năng nào nhé. Cửa hàng đóng gói đẹp, cẩn thận, nói chuyện thân thiện, tặng sợi cáp sạc type c của vdenmenv sử dụng rất rất ổn luôn, máy hư nút tăng âm lượng nhưng không phải vấn đề lớn lắm. Cám ơn cửa hàng nhé, chúc cửa hàng mua may bán đắt hẹn gặp cửa hàng ở đơn tới nha.",Performance,positive
"△ Kol mẹ buncha △ các cô bác nhớ ấn theo dõi và mua hàng qua kênh shopee video để ủng hộ buncha nha ♥️ đã mua iphone, samsung và rất nhiều sản phẩm giá trị cao khác trên shopee. Uy tín và giá tốt. Nên mua nha cả nhà.",General,positive
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Máy nhận khá ưng ý, máy cũ nhưng vẫn còn đẹp, màn sáng, cám ứng khá tốt, đúng như mô tả, giao diện máy thì chưa việt hoá hoàn toàn, nói chung là khá ổn còn phải sử dụng thêm 1 thời gian mới biết được. Có điều máy không nhận sạc nhanh và shipper giao hàng không thấy gọi cho mình gì cả, cứ thế báo lên shopee là giao hàng thành công.",Shipping,negative
"Chất lượng sản phẩm: quá êm 
Tính năng nổi bật: loa hay xuất sắc 
Đúng với mô tả: chính xác máy quá ngon, mọi tính năng hoàn hảo. máy 98% nên có cấn viền nhẹ, màn hình không 1 vết xước, có ám màu nhẹ 2 đốm nhỏ nhưng không ảnh hưởng hiển thị. tóm lại là quá ngon với giá 4,5tr",General,positive
"Mua được điện thoại giá rẻ mà chất lượng thì khỏi bàn nha, cửa hàng đóng gói cẩn thận giao nhanh",Price,positive
"Nhóm màu: màu trắng sản phẩm: dây cáp ⚡ 
Hiệu suất: tốt 📸 
Chất lượng camera: tốt quay phim chụp hình rất đẹp máy mới full phụ kiện nhân viên chăm sóc khách hàng tốt giao hàng tận nhà nhanh chóng đóng hộp kĩ càng cẩn thận chắc chắn màn hình cảm ứng to mượt mà nhạy lướt web cực kì nhanh pin khá ổn áp, sử dụng được khá lâu máy mới đẹp full chức năng, vừa vặn ram máy mạnh chơi game không giật lãng lướt web xem phim cực chất lượng giá cả hợp lý vừa túi tiền rất tốt với cửa hàng",Price,positive
"Đúng với mô tả: đúng màu 
Chất lượng sản phẩm: tốt
Sài được 3 ngày thấy tốt, đẹp, shipper hướng dẫn tận tình",Shipping,positive
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb 📸 
Chất lượng camera: tốt ⚡ 
Hiệu suất: tốt 🔋 
Thời lượng pin: tốt",Camera,positive
"Góc nhìn của màn hình ở mức tương đối, không bị biến đổi màu sắc nhiều.",Display,neutral
sản phẩm hay có tác dụng sẽ tiếp tục ủng hộ lần tới nếu có nhu cầu,General,positive
"Đóng gói sơ sài. Không, hàng dễ vỡ mà gói bằng túi bóng. Không có, chỉ thấy lỏng lẻo. Hộp bị rách do gói hàng ẩu, máy không được bọc kĩ, may mà máy không sao. Chăm sóc khách hàng rất khó liên lạc",Shop_Service,negative
"Pin đi kèm củ sạc đúng công suất nhà sản xuất công bố. Về bảo hành, mình cần liên hệ đâu khi có sự cố?",Battery,neutral
"sản phẩm tốt ,chất lượng đảm bảo ,giao hàng nhanh ,thái độ phục vụ tốt .",Shipping,positive
Màu sắc: trắng tạm chấp nhận được,General,neutral
màu máy: màu xanh sản phẩm: oppo a15s 8/256gb cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè,Shop_Service,positive
Nhìn thì mới nhưng là đồ cũ. Sài hồi tuột bin. Nản,Battery,negative
"giao hàng lâu, máy mình check qua thì oke, sử dụng sau ntn chưa biết, nhưng mà mới bóc thì máy dính bẩn khá nhiều vết, sứt mấy chấm nhưng thôi đổi trả thì lâu nên sử dụng luôn",Shipping,negative
"Màu sắc: bạc 
Phân loại: fullbox mới nhận hàng, Máy cài sẵn mimui13",General,neutral
"Sản phẩm tốt, cửa hàng đóng gói cẩn thận, giao hàng nhanh, sẽ giới thiệu tới mọi người",Packaging,positive
"Khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu sản phẩm khá tốt cấu hình ổn định.máy mượt 😊🤗",Performance,positive
Kh hỗ trợ tiếng địa phương kém. Camera selfie mịn giả mất nét da. Hiệu năng lag cập nhật phần mềm.,Performance,negative
"Màu sắc: xanh đậm 
Dung lượng lưu trữ: 128gb sản phẩm quá tuyệt vời, chắc chắn tốt, cửa hàng giao đúng mẫu mã hàng đã chọn, đẹp lắm.",Shipping,positive
"cửa hàng tư vấn nhiệt tình,giao hàng nhanh chóng,đóng gói cẩn thận,mình rất yên tâm khi mua hàng ở cửa hàng",Packaging,positive
"Đúng với mô tả: đúng 
Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt
10đ không có nhưng, mọi người mua lẹ lẹ kẻo hết. Hàng đẹp rất ưng ạ. Cảm ơn cửa hàng",General,positive
"camera thiếu chi tiết, ảnh thiếu tương phản. khác với mô tả rực rỡ. tính năng AI xử lý ảnh quá tay. pin bình thường nhưng hiệu năng kém khi chụp liên tục, đóng gói tệ",Camera,negative
"Phiên bản: Hàng Mỹ, 2 sim, dung lượng 128GB. Sản phẩm mới, đúng mẫu mã và hình thức như mô tả , sản phẩm tốt",General,positive
"Chất lượng sản phẩm: khá ổn so với tầm giá 
Tính năng nổi bật: camera chụp 20 tấm / giây máy ổn so với tầm giá nhưng - cổng tai nghe có gì (giống keo) ở trong nên gắn tai nghe mãi không được, phải lấy vít đục vỡ vật đó mới gắn được tai nghe và sử dụng bình thường - máy sạc 21w mà cửa hàng tặng sạc 5w :v - nfc sử dụng mãi không được, với nếu đè tay lên khu vực gần biểu tượng nfc thì máy kêu tiếng két - máy mất áp vì bị thay màn hình rồi, nhìn camera trước là biết, mà cũng có thể trong khi thay cửa hàng làm trào keo vào cổng tai nghe?",Camera,positive
Cảm ơn cửa hàng nhiều nha,Others,neutral
"Chất lượng sản phẩm: thời gian giao hàng tương ứng với ước lượng, không có phát sinh.",Shipping,neutral
"Tính năng nổi bật: giá tốt, máy sài ổn, hơi lag xíu,pin sử dụng mạng được khoảng 1 tiếng. Cửa hàng tư vấn nhiệt tình. Đang sử dụng chính máy vừa mua để đánh giá cho cửa hàng 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đẹp hơn trên ảnh đáng mua lắm nha",Battery,neutral
"Màu máy: màu xanh sản phẩm: samsung a50s 4/64gb cửa hàng bán hàng uy tín riết chắc tôi hết tiền với cái cửa hàng này luôn quá bán đồ gì đâu mà món nào cũng rẻ cũng chất lượng hết lãnh lương là tôi qua mua liền, đặt online liền hai cái 10 điểm cho cửa hàng nha nhận hàng rất là ưng ý luôn chất lượng tuyệt vời mà giá cả thì phải chăng nữa nhân viên dễ thương tư vấn nhiệt tình nhé màn hình tuyệt đẹp bộ xử lý nhanh và hiệu quả giá trị tuyệt vời cho số tiền bỏ ra tặng cửa hàng đủ năm sao",Shop_Service,positive
"Đúng với mô tả: không 
Chất lượng sản phẩm: tạm 
Tính năng nổi bật: ổn máy dựng, ổ cắm tai nghe cũ lắm rồi, không có cảm biến nfc để xác thực vneid. Mới bật máy lên hơi lag nhưng cập nhật xong tốt. Bảo hành 6 tháng nên hôm sau có phát sinh gì sửa đánh giá sau",Performance,positive
"giao hành nhanh, máy chạy tốt , hàng gói kỹ , nói chung là sử dụng được trong tâm giá, mẫu mã hơi sến thôi",Design,neutral
"Tệ hại sai sự thật lag, pin kém. Máy sử dụng rất bực mình, lag giật liên tục. Pin thì yếu xìu. Gọi lên tổng đài hỗ trợ thì không ai nghe máy.",Performance,negative
Nhóm màu: màu xanh dương chất lượng tốt. Tặng cửa hàng 5 sao,General,positive
điện thoại nghe gọi tốt nha.nên mua nhé.,General,positive
"giao nhầm màu máy, lần sau cửa hàng chú ý hơn vì hàng giá trị mà lại làm ăn ẩu dẫn đến trải nghiệm không vui của khách hàng.",Shipping,negative
Pin dùng không có gì quá nổi bật nhưng cũng không quá tệ.,Battery,neutral
"Ngoại hình đẹp, gần như như mới (98%). Có chút vết xước nhẹ. Màn hình 4k hdr sắc nét, tỷ lệ điện ảnh. Camera chuyên nghiệp, thích hợp người thích điều khiển thủ công. Hỗ trợ sạc không dây, jack 3.5, microsd mở rộng và khả năng kháng nước ip68. Loa kép mặt trước âm thanh tốt cho giải trí.",Camera,positive
"Ê đánh giá nhiều quá tui bị mệt á mấy ní, nói chung làn hàng nhận về thấy ngon nghẻ không ghẻ là vui dồi",General,positive
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Cửa hàng đóng gói cẩn thận giao hàng nhanh shipper thân thiện",Packaging,positive
"Nhóm màu: xanh 
Phân loại sản phẩm: dây cáp ⚡ 
Hiệu suất:tuyệt vời tuyệt vời , cửa hàng giao hàng chất lượng , rất đúng như quảng cáo ,máy đẹp ,các chức năng cơ bản hoạt động ổn định ,màn hình cảm ứng nhạy , màu sắc rực rỡ như mong đợi , cấu hình mạnh mẽ ,lên mạng mượt mà , , pin sử dụng chuẩn tẹt ga, thật đáng đồng tiền. Cảm ơn cửa hàng",Price,positive
"Chăm sóc khách hàng thái độ khó chịu, nói chuyện cộc lốc. Pin tụt rất nhanh khi sử dụng data di động. Camera chụp đêm mờ, không lên chi tiết.",Shop_Service,negative
"Đúng với mô tả: nguyên seal 
Chất lượng sản phẩm: như mô tả 
Tính năng nổi bật: mới ít hôm nữa khui seal xem ntn nhưng với giá này bảo hành 18 tháng tặng kèm tai nghe thì qá tốt rồi,",Shop_Service,positive
"Màu sắc: đen 
Phân loại: nguyên seal +sạc 18w đợi 7 ngày trải nghiệm sẽ quay lại đánh giá thêm. Giao hàng nhanh",Shipping,positive
máy không xai được youtube . lag chạy rất nặng máy. pin tuột rất nhanh. còn hơn 20% la tự sập nguồn luôn. mua máy về như cục gạch,Battery,negative
"Tính năng nổi bật: điện thoại vẫn còn mới tinh 
Chất lượng sản phẩm: hoàn hảo tốt không chỗ nào chê được 
Đúng với mô tả: đúng với mô tả",General,positive
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: 100% đã nhận được hàng. Sản phẩm đúng mô tả, mới đẹp, loa lớn. Camera trước sau chụp đẹp. Nói chung rất tốt. Dòng này sử dụng bền lắm. Cám ơn cửa hàng nhe",Design,positive
"Sứt mẻ dối trá camera trước mờ. Sản phẩm nhận được bị móp góc, đóng gói cẩu thả, giao hàng chậm trễ 2 tuần.,",Shipping,negative
"Đẹp như mới các bác ạ ,giá rẻ cấu hình máy tốt ,đầy đủ chức năng, có bảo hành, giao tận nơi. Không có gì để đòi hỏi hơn về cửa hàng",Design,positive
Quá tuyệt vời mua ở cửa hàng 4 lần rồi lần nào cũng chất lượng. Máy móc thì như mới 100% không lỗi gì. Còn các ưu đãi bảo hành. Sẽ tiếp tục ủng hộ cửa hàng trong thời gian tới,Shop_Service,positive
"pin hao nhanh bất thường. ko dc như cam kết. thời lượng pin ko tốt. pin tụt ko phanh dù chỉ lướt web, ko đủ dùng 1 ngày. shipping chậm hơn 2 ngày",Shipping,negative
"hàng tốt, không có gì để phàn nàn, giá rẻ, giao hàng nhanh chóng.",Price,positive
"Nhóm màu: xám 
Dung lượng lưu trữ: 256gb điện thoại đẹp lắm mọi người, trải nghiệm tốt. Mình đặt hàng biết mình là con gái nên gửi màu này, mình thích lắm cảm ơn cửa hàng! tuyệt vời, hí hí 💯👍",Design,positive
"Nhóm màu: blue 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ cao, chất lượng máy ảnh ấn tượng, tuổi thọ pin lâu dài, khả năng sạc nhanh",Battery,positive
Cũng được mua hay không tuỳ nhưng hơi zỏm,General,negative
Sao máy tuột pin ghê thế,Battery,negative
"giao máy lỗi ,bị đứng màn , đơ màn , cảm ứng đứng luôn , cửa hàng không giải quyết đơn , mua cẩn thận nha nên cân nhắc cửa hàng này nha mọi người",Display,negative
"Nhóm màu: đen đã mua lần 2 là biết sử dụng tốt rồi, tưởng rẻ là không tốt, nhưng máy cầm pin tốt nên mua",Price,positive
cấu hình thì tốt. còn pin với màn hình thì tạm,Display,positive
"âm thanh rè thiếu phụ kiện đi kèm chụp ảnh mờ. mua hàng xong bị lỗi phần mềm liên tục, cài lại vẫn không ổn",Camera,negative
"Chính sách bảo hành đúng theo mô tả, chưa kiểm tra quá trình bảo hành thực tế.",Shop_Service,neutral
Mình chưa có nhu cầu sử dụng đến dịch vụ bảo hành nên chưa tìm hiểu về quy trình.,Shop_Service,neutral
